0,1,2,3,4
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2019.12.27,5점,연수에서 나온 시선집 만들기 수업 정말 유용했습니다. 학기말 진도 다 나가고 아이들과 마음에 드는 시를 고르고 자기만의 시로 바꿔보는 활동으로 학기 중에 가겹게 지나쳤던 시를 활용한 수업을 깊이 있게 할 수 있었습니다. 나만의 시선집을 완성하고 뿌듯해 하는 아이들의 표정에서 '이 연수 듣길 잘했구나'라는 생각이 저절로 나더군요.호호. 작년에 본 연수를 듣고 이번에 두번째 듣는데 두번 들을 만 합니다.
같이 읽고 함께 나누는 독서수업방법,30시간,2019.12.26,4점,"제가 중학교 교사인데, 해당연수는 초등학교 독서교육 중심이라서 제 자녀와 중학교1학년 학생들을 생각하며 들었던 연수가 되었어요.
독서의 중요성은 아무리 강조해도 지나치지 않아~ 라고 생각하며 들었던 연수인데, 초등학교 선생님들이 듣는다면 학년별로 체계적으로 틀을 잡아주는 좋은 연수라고 생각이 드네요.
저는 자녀가 이제 초등학교 1학년인지라, 각 영역별로 학년별로 소개해준 책들과, 그 책을 읽기 전, 후 활동에 비추어 가정에서 활용할 수 있는 방안을 생각해보고, 그리고 나아가 중학교 1학년 학생들의 독서토론이나 동아리 시간 등에 활용해 보고자 합니다.
여러 활용할 방법들과 책 소개가 풍부해서 의미가 깊었던 연수였던것 같습니다. 감사합니다."
교과수업에 활용하는 진로교육,30시간,2019.12.26,5점,"강의 하시는 분께서 말씀을 조리있고 확실하게 말씀하셔서 듣기에 편한 연수였던것 같습니다. 감사합니다.

우선, 자기평가에서 제가 부족했던 부분이 교과수업에서 진로교육이나 진로지도 부분이라 신청하고 연수를 들었습니다.
과연, 현 교육과정이 진로교육에 중점을 두고, 특히 중학교1학년이 자유학년제라서 자신의 미래를 그려보고 자신의 특기나 적성을 찾아가는 과정을 무척 중시하더군요.
교과수업에만 집중할게 아니라, 교과 내에서 진로를 어떻게 접목시킬수 있는지를 여러 선생님들께서 직접 소개해주시니 천천히 들어보며 내 과목이라면 어땠을까?를 생각할수 있었습니다.
특히, 과목별로 사례를 들어 알려주고, 활용할 수 있는 자료와 인터넷사이트를 소개해주니 어느정도 제 교과에도 어디에 접목시켜서 어떻게 활용할 수 있을지 감이 잡히더라구요. 수학이나 영어에서도 많이 활용하시는 것을 보고 좀 놀라웠고, 저렇게 통합교과식으로 주제탐구식으로도 접근할 수 있구나~ 하는걸 알고 많이 배웠던 것 같습니다.

과제를 하면서도 제가 어떤식으로 진로를 접목시킬까를 생각하긴 했으나 아직은 많이 부족하더라구요. 많은 사례를 더 살펴보고 하나하나 수업시간에 활용할 예정입니다. 감사합니다."
알리바바 중국어 초급,30시간,2019.12.24,5점,"이렇게 쉽고 잼있게 공부하니 넘넘 행복해요
머리에 쏙쏙 박히고 입에 탁 달라붙어 입에서 술술 나오내요
선생님의 다른 강좌는 어디에 있는지요
계속 연결해서 듣고싶어요
고맙습니다."
"강신주가 전하는 철학자들의 대화, 철학 vs 철학",30시간,2019.12.23,5점,"낯선 철학자들의 이야기를 조분조분 풀어내는 강신주 선생님을 통해 새로운 철학에 대해 알게 되었다.
들을 때는 막연하였지만 정리는 나름 명쾌한 것이 도움이 되었다.
찰학과 철학을 병행하여 비교설명한 것도 시야를 넓히는 기회가 되었다."
나만의 여행책 만들기,30시간,2019.12.23,5점,"늘 기회가 되면 짬짬이 책을 읽곤 한다.
여행은 자주 하지 못하지만, 다가오는 1월말 치앙마이 여행을 앞두고 2학기를 분주하게 마무리하고 있다. 이 연수원에서 생소한 연수 나만의 여행책 만들기 과정을 보고 과연 여행책을 만들 수 있을까?
가능하다면 어떤 방법일까?
궁금해졌다.
언젠가는 책을 쓰고 싶다는 버킷리스트도 품고 있던 차라 바쁜 와중에 수강을 결정하였다.
물론 겨우 완강하였지만, 사소한 듯 하나 책을 내는데 좋은 아이디어들이 줄줄이 나왔다.
결정해야 할 것들, 초고의 중요성, 자료 정리 방법 등
실효성 있는 방법 들을 알게 된 연수였다.
여행을 즐기는 분은 물론 여행을 계획하는 분들 한번쯤 수강하시길 추천드립니다."
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2019.12.23,5점,"사실 신청했을 때에는 책을 주는 이벤트를 하길래
별 생각 없이 신청했던 연수였어요.


그런데, 연수를 들을수록 연수 내용이 참 알차다는 생각이 들었어요.


지금은 1학년을 가르치고 있는데, '9살 마음사전'책을 매일매일 아침에 보여주고, 어떤 감정단어인지 맞추는 활동을 하였더니 일기를 쓸 때 사용하는 감정단어가 훨씬 풍부해지고, 사라고 하지 않았는데도 8명 정도의 아이들이 자발적으로 '9살 마음사전'책을 구매했더라구요. 학교에서 함께 배우는 책의 힘이 대단하다는것을 느꼈습니다."
SNS 잉글리시 톡,30시간,2019.12.23,5점,"해외에 나가게 되면 항상 다짐하곤 하는 것이죠.
'다음 여행 전에 꼭 영어를 공부해야지!'


그래서 이번에 이 연수를 듣게 되었어요.
신혼여행을 미국으로 가게 되었거든요.


영어를 잘 못하는 배우자와 함께 가려니, 눈앞이 막막했는데, 연수를 듣고, 복습을 하고, 자꾸 소리내어 읽었더니 실제 여행에서의 의사소통에 전혀 문제가 없었어요.


무엇보다도 SNS에서 실제로 사용하는 표현들을 대화체 형식으로 가르쳐주시니, 동화구연을 하는 것 처럼 재미있게 배울 수 있었어요.


:)"
수업을 살리는 놀이 레시피,30시간,2019.12.23,5점,"안녕하세요?
재미있는 수업, 학생들의 눈이 반짝이는 수업, 열렬한 반응이 가득한 수업은 모든 교사의 바람일 것입니다.
이러한 욕구에 대한 응답으로 지금까지 많은 내용들이 유행처럼 나타났다 사라지기도 했습니다.
사실 놀이 자체에 대한 다양성을 늘리고자 한다면 이번 연수처럼 좋은 연수는 없으리라고 생각합니다.
놀이를 기억력, 창의력, 사고력, 협동심, 언어능력, 추리력과 상상력으로 범주와 하여 묶은 것도 색달랐으며 각 범주별로 소개된 놀이들이 정말 그 범주에 들어 맞는 것도 이번 연수의 또다른 묘미였습니다.
무엇보다도 책이나 자료들로만 접했다면 다소 이해가 어려웠을 놀이들도 실제 수업 영상을 통해 활용하는 모습을 보니 백문이 불여일견이라는 말이 있는 것처럼 쉽게 이해할 수 있었습니다.
놀이를 단순히 교실 상황에 접목시키는 수준에서 벗어나 학습 목표와 연계하고 각 놀이를 진행할 때 도입 부에서 활용할 만한 간단한 동기유발 팁도 함께 볼 수 있다는 점 또한 다른 놀이 연수와 차별화 된 점이라고 볼 수 있습니다.
물론 이번 연수는 서두에서 언급한 것 처럼 놀이 자체에 대한 다양성을 기르려는 목표이기 때문에 연수를 듣는 교사 스스로 해결해야 할 아쉬움이기도 하겠지만 놀이에 대한 담론이나 놀이를 수업에 접목시키는 능력, 놀이를 진행하고 나서 반성하는 과정 등 놀이 철학과 관련된 연수가 이어졌으면 제목처럼 놀이와 수업목표 달성의 두마리 토끼를 잡을 수 있을 것이라는 생각과 바람으로 두서 없는 글을 마칩니다. 감사합니다."
교과서 속 세계문화유산,30시간,2019.05.31,5점,"다양한 문화유산들에 대한 수준높은 연수였어요
교사의 교양쌓기에도 좋고
학생들 수업자료로도 효과적으로 활용할 수 있을것 같아요."
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2019.05.30,5점,"<온작품 읽기와 그림을 활용한 깊이 있는 수업> 연수 재미있게 잘 들었습니다. 이 연수는 저학년 선생님들이 들으면 온작품 읽기 수업에 큰 도움이 돼요!
우리 학교는 혁신학교라서 프로젝트 수업을 제대로, 또 체계적으로 하고 있거든요.
1학년 프로젝트 주제가 그림책을 활용해서 온작품 읽기를 하고, 온작품 읽기를 통해 인성교육을 하는 거라서 작품 선정부터 참 중요한 과제였습니다.
1학년을 4년 연속 가르쳤음에도 온작품 읽기 접근 방법이 어렵게 다가왔었어요. 이번 연수를 통해서 1학년 학생 특성에 맞게 온작품 읽기를 어떻게 지도해야 하는 지 방법적인 측면에서 큰 도움을 얻었습니다.
이 연수를 들으면서 4권의 책을 선정해서 온작품 읽기를 진행하고 있는데, 학생들이 그림이나 책 내용을 깊이 있게 이해할 수 있어서 참 좋았고 감사했습니다~!

연수 시험, 과제를 하는 것도 제 자신에게 큰 도움이 되었고, 다른 사이트 연수와는 다르게 토론 과제도 있어서 생각해볼 수 있는 시간을 가질 수 있었던 것 같습니다.

좋은 연수라서 모든 분들께 추천합니다~!"
수업을 살리는 체육 레시피,30시간,2019.05.03,5점,"수업을 살리는 체육레시피 연수를 듣고 현재 나의 강의 방법을 생각하게 되었습니다
항상 하는 활동이라 할지라도 중요한 부분을 잊기 쉬운 부분을 다시금 알게 해준 연수 였습니다
감사합니다"
7대 표준안으로 실천하는 학교안전교육,15시간,2019.04.30,5점,학교안전교육에 필요한 내용을 알짜배기로 잘 구성한 연수입니다.
같이 읽고 함께 나누는 독서수업방법,30시간,2019.04.29,5점,"우선, 이번 연수는 저에게 정말 많은 도움이 되었고, 많은 생각을 할 수 있게 해 주었습니다. 고맙습니다~~~
책 읽는 것이 좋아서, 제가 번 돈으로 책을 살 수 있게 되면서 책 사는 것은 아깝다는 생각이 들지 않았어요. 그래서 아이가 태어나고 아이를 위해 제일 먼저 한 일이 책을 사는 일이었습니다. 다행인지 아이는 책에 관심을 보였고, 책 읽기를 좋아했어요. 그래서 아이와 함께 서점에 가고 책을 고르고 같이 책을 읽고 이야기를 나누는 것이 자연스러웠어요. 제가 가르치는 아이들도 책을 좋아하고 책에 관한 이야기를 하면 좋아할 거라고 생각하면서 책이야기를 꺼냈습니다. 하지만......
그래서 반 아이들과 함께 책을 읽고 싶어 독서동아리 활동에도 참여하게 되었습니다. 저와 비슷한 고민을 가지신 선생님들과 함께 아이들이 책을 좋아하고 즐겨 읽게 만들어 보고 싶었습니다. 아이들과 함께 읽으면 좋은 책도 찾아보고, 같이 할 수 있는 활동꺼리도 공유하게 되었습니다. 많은 도움이 되었죠. 하지만 조금 더 전문적인, 우리들보다 조금 더 책읽기와 독서교육에 관심이 많고 경험이 많으신 분들의 이야기와 노하우도 듣고, 배우고 싶었습니다.
t셀파 연수원에서 만나 '같이 읽고 함께 나누는 독서수업방법'이 눈에 띄더군요. 맛보기 강의를 듣고 바로 수강신청을 했습니다. 지금 30시간의 연수를 들으면서 제 책상에는 강사님께서 추천해주신 책들이 올려져있습니다. 아이들과 함께 읽으면 좋을 책들을 추천해 주시고 가지고 계신 노하우를 알려주시는 강사님들께 정말 감사드립니다.
여기에서 들은 내용들을 학교에서 아이들과 함께 해 보려고 합니다. 제가 할 수 있는 작은 것 부터요. 오늘은 책 한권을 아이들에게 읽어주었습니다. 4학년 아이들인데도 제가 책을 읽는 동안은 조용히 들으면서 질문도 하고 주인공에 대하여 이러쿵 저러쿵 서로 이야기를 나누더군요. 뿌듯했습니다. 이 뿌듯함이 한번으로 끝나지 않도록 올 일년 열심히 달려보려고 합니다. 소중한 내용 잘 들었습니다~~~~
옆반 선생님께 추천해 드렸어요. 좋은 연수 들어보시라고요. 저 혼자만 듣기에는 아까운 연수네요~~~^^"
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2019.04.22,4점,"5,6학년 개정교육과정을 통해 온작품 읽기를 처음 접했습니다. 작년에 3,4학년 선생님들이 하시는 걸 보고 듣기는 했지만 막상 교과서에서 독서 단원을 보내 막막하더라구요.
그래서 이 연수를 신청하게 되었습니다. 성취기준을 파악하고 교육과정 재구성을 통해 온작품 읽기를 하고 다양한 활동을 할 수 있음을 구체적인 사례를 통해 배울 수 있었습니다.
다소 아쉬운 점은 저학년과 고학년을 구분하여 연수를 구성하셨다면 지금 내가 학생들을 지도하는데 적절한 책을 더 다양하게 배울 수 있지 않았을까 하는 것입니다. 그리고 이를 현장에서 적극적으로 활용할 수 있도록 사용하신 학습지나 자료를 좀 더 공유해 주었으면 좋았겠다는 생각이 듭니다."
같이 읽고 함께 나누는 독서수업방법,30시간,2019.04.18,5점,"이 연수 덕분에 생각이 바뀌고 도전받고 실제적인 도움을 많이 얻었습니다.
감사합니다~~"
일본어 마스터 1,30시간,2019.04.07,3점,"일본여행을위해 신청했는데..
유용하게 이용할 수 있을것 같은데.
강의 내용은 좋은데
강의시청시 아직 많이 불편하네요.초기라 그런지.
학습자료도 한번에 내려받을수 있게.
어학이니까 클릭을 하지 않아도
다음과정으로 진행되었으면합니다.
업무하면서 귀로 들을 수 있게수 있게."
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2019.04.05,5점,"온작품 읽기의 부담감을 조금 내려놓으며...

사실 온작품 읽기의 효과를 주변에서 많이 들어보았지만, 교육과정 재구성과 작품 선정 등 많은 것들이 머리속에서 복잡하게 자리잡고 있었습니다. 저학년을 맡으면 시도해볼까, 고학년에서 사회과와 국어과를 본격적으로 연계해볼까 고민만하다가, 이번 기회를 통하여 결심하게 되어 기쁩니다.
무작정 시작하기에는 조금 부담스러웠던 온책 읽기를 이제는 직접 실천해보려 합니다. 평소에 이 정도면 교과연계와 실생활 연계를 잘 하고 있다고 생각하였지만, 아이들에게 이제는 작품 한권의 의미와 가치를 널리 알려주고 싶습니다.
또한 하나의 작품 속에는 온세상이 담겨져 있음과 함께... 소중한 수업시간을 활용하는 중요성과 앞으로는 스스로 책을 한권씩 대할 때에도 소중하고 생활과 연결지어 생각해볼 수 있는 꿈을 심어주려고 합니다. 이번 연수에서 추천받은 책들을 믿고 시작해보면 앞으로는 제가 책을 선정하는 안목도 풍성해질 것 같습니다. 감사합니다~!"
당장 따라 할 수 있는 사계절 학급운영+이벤트,15시간,2019.03.27,5점,"새학년을 맡아 작년보다 좀 더 3월을 잘 시작하고 매달 아이들과 체계적으로 계획한 이벤트로 특별한 추억을 만들고 싶어 2월에 부랴부랴 연수를 신청하였습니다.
일단 길이가 길지 않고 선생님들께서 조근조근 대화하듯 이야기해주셔서 편하게 들을 수 있었습니다. 과거의 경험도 떠올려보고 곧 다가올 3월과 그 이후에 있을 학사일정을 생각하며 어떤 걸 해보면 좋을 지 떠올려보는 시간이었습니다.
바쁜 3월이지만 연수내용 메모한 것을 보고, 또 앞으로 다가올 4월 이후의 일정도 연수내용을 생각하며 준비해보려고 합니다. 곧 다가올 5월 가정의달과 2학기의 (부담스러운) 학예회 준비에 가장 유용할 것 같아요.
연수에서 얻었던 좋은 아이디어들로 올 한해도 열심히 학급 살림살이 꾸려보려고 합니다. 더 잘해야겠다는 의지와 원동력을 얻었던 좋은 연수였습니다.^^"
당장 따라 할 수 있는 사계절 학급운영+이벤트,15시간,2019.02.25,5점,특히 3월에 준비해야할 것들에 대해 궁금해하시고 어려워하시는 선생님들에게 크게 도움이 될 것 같구요 앞의 강의들은 꼼꼼하고 유용했다면 뒤의 토크는 친근감 있으면서도 재밌어서 전체적으로 조화로운 강의였다는 생각이 듭니다. 장지영선생님 안나 선생님 유익한 연수 감사합니다.
디바 제시카의 왕초보 영어 따라잡기,15시간,2019.02.17,5점,"기초부터 차근차근 강의해주셔서

쉽고 즐겁게 배울 수 있는 연수입니다.

강의 진행 내용대로 꾸준히 반복학습 하면

실력이 많이 향상될 수 있을 것 같습니다."
교사를 위한 교실 밖 여행인문학,15시간,2019.02.17,5점,"여러 지역에 대해 알 수 있었고,
지역의 음식 기행까지 할 수 있었던 즐거운 연수였다.
다음에 가족들과 국내 여행을 갈 때 참고해도 좋을 듯 하다."
당장 따라 할 수 있는 사계절 학급운영+이벤트,15시간,2019.02.17,5점,"교직 경력에 상관없이 자신의 학급운영에 대해서 되돌아보고

강의를 들으며 새로운 내용과 노하우를 배울 수 있는 유익한 연수입니다.

부담없이 동학년 선생님들과 티타임 하면서 함께하는 듯한 기분으로

연수를 이수하였습니다.^^"
스토리텔링을 활용한 초등수학 수업,30시간,2019.02.07,5점,"다양한 컨텐츠의 수업방법을 소개함
강사샘들이 직접 수업 시연하는 것으로 교실에서 적용이 수월해짐
재미있는 수학시간이 될 것 같은 예감
수업 팁 많이 얻어갑니다 ~^^"
수업을 살리는 놀이 레시피,30시간,2019.02.03,5점,"듣기 전에는

'들을 필요가 있을까?'

라고 생각했던 연수였어요.

나름(?) 연차를 쌓아가서 '나도 놀이 많이 안다!'라고 자부했었는데, 연수를 들으면서 그동안 놓치고 있었던 '놀이'라는 것의 재미를 깨닫게 되었어요.



왜 제목을 '수업을 살리는'이라고 정했는지
연수를 들을 수록 이해가 되었고요,
30차시의 연수를 들으면서, 남는 자투리 시간에
'어떻게 하면 놀이로 아이들을 즐겁게 학습시킬 수 있을까?'
라고 고민하는 저 자신의 모습을 발견했습니다.


여러 명의 선생님이 돌아가면서 다양한 주제로
놀이수업을 진행하는 구성도, 연수를 신선하게 했던
요인이었어요.


저는 이 연수가 고학년 선생님에게 더 적합하다고 생각해요.
하지만, 저학년에게도 충분히 수정해서 적용이 가능합니다.
저는 1학년을 가르치고 있는데, 몇 가지 적용해봤더니
엄청 재밌어하고 즐거워하더군요 ㅎㅎ



놀이레시피 연수의 본질은,
이 놀이를 그대로 복사 카피해서 교실에 적용하는게 아니라
이를 선생님들이 주체적으로 응용해서 적용하고,
더 나아가 선생님들께서 놀이를 창조하는 것이라고 생각해요.



정말 재밌는 연수였습니다!"
같이 읽고 함께 나누는 독서수업방법,30시간,2019.01.29,5점,"사실 독서수업 방법에 대한 연수는 너무너무 흔하게 개설되어 있어 별 기대없이 연수신청을 했다.
한 학기 한권 읽기가 교육과정에 들어오면서 그와 관련된 다양한 연수가 쏟아지고 있는 형편이라
30차시를 어떻게 버티나 하고 생각했었다.
그러나, 이 연수에 참여하신 강사 샘들의 세밀하면서도 실제적인 연수 내용과
무엇보다 독서가 단순히 수업방법으로서가 아닌 아이들의 삶을 성장시키는 철학으로서 자리한다는 것을
모든 강사샘들의 말을 통해 확인할 수 있어 감동적이었다.
요즘 그림책 수업을 중학교 1학년 아이들과 어떻게 해갈 것인가 고빈하고 있었는데,
이 연수에서 소개된 그림책이 무척 도움이 될 거라 확신한다.
어떠한 활동을 하지 않아도 아이들이 책 읽기 자체에 푹~ 빠져 그 안에서 자신을 살펴볼 수 있는 시간을
주는 것이 무엇보다 소중하다는 강사샘들의 말씀이 마음 속에 깊이 파고든다.
늘 잊지 않고 살아야할 명언~"
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2019.01.29,4점,"기나긴 발령기간이 끝나고 처음으로 교직에 섰을 때, 사실 많은 것이 달라져서 온작품 읽기에 대해서 어떻게 할지 난감했습니다. 실제 활용사례를 제시해 주셔서 어떻게 수업해야할지 도움이 되었습니다. 감사합니다."
교과수업에 활용하는 진로교육,30시간,2019.01.25,4점,"도서관을 운영하면서 진로 서가를 새로 만들고 DVD 자료를 보충하는 등 환경적인 것은 갖춰가지만 실제 학생들을 어떻게 도울 것인지가 막막했습니다. 특히 도서관 활용한 진로 조사를 추진하라는 권유를 받았는데, 자신의 전공만 공부하던 사람이 진로 분야에 대한 정보를 어디서 얻고 어떻게 지도해야 하는지 참으로 고민이었습니다.

이런 문제 상황을 이 연수를 통해서 해결하고 대략적인 방법을 얻을 수 있었습니다.
우선 기존 교과 교사들의 공통점인 교육학을 바탕으로 접근점을 잡을 수 있어서 본인이 알고 있는 교육학 이론을 접목시킬 수 있겠다는 자신감이 들었습니다.
다음으로 진로 관련한 일반적 접근을 할 수 있는 사이트들을 소개받을 수 있어 좋았습니다. 더 나아가서는 우수 사례 공모나 사업 지원을 어디서 받아야 하는지 정보를 얻을 수 있었던 점도 좋았습니다.
한편 심도있는 접근면에서 이전 수행했던 교사분들의 사례를 통해서 그 아이디어를 차용할 수 있었고 제 전공이 아닌 수학, 과학 등 다른 교과 선생님들의 지도 방향과 진로 활용 방향을 통해서 제 교과의 진로 활용 방향에 대해서 어떻게 접근할 것인지와 학교 도서관에서 어떤 방식으로 지원할 것인지에 대한
구상을 구체화 할 수 있었습니다.

별 하나를 뺀 이유는 대부분 선생님들의 관심은 자신의 전공과 그 활용일 것입니다. 따라서 교과별 사례의 경우는 내부 목차를 세분화해서 골라서 볼 수 있었다면 더 좋지 않았을까 합니다. 혹시 넘기면 좋은 아이디어를 놓칠까봐 다른교과의 진로 지도 사례도 보았는데 투자한 시간 대비 얻은 것이 적어서 아쉬웠기 때문입니다.

진로 분야에 대하여 처음 접근하려는 경우 자신의 교과 및 교육학 지식을 연결점으로 진로를 포용하고 싶은 분들께 도움이 될 것이라 봅니다."
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2019.01.22,2점,"아쉬운 이유

1. 저학년, 고학년을 따로 나누어 연수를 제작했어야 했다.

2. 온작품 읽기 연수는 전에 들었다. 그런데 그림을 활용해서 깊이까지 있다고 하여 연수를 신청했다. 재구성한 수업은 당장 참고할 수 있을 정도로 유용하나, '그림'과 관련한 내용은 딱히 인상적이지 않았다. 그림이라는 말에 낚였다는 느낌을 지울 수 없다.

3. 강사 선생님이 모두 젊으신 분들이다. 수많은 시행착오를 통한 사골국물 같은 진한 경험이 우러나오는 연수를 기대했던 나는 조금 실망했다."
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2019.01.22,4점,15기단이라 큰 부담없이 들었는데 많은 것을 얻고 갑니다.^^
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2019.01.17,5점,"2018년 온작품 읽기를 했지만 나 자신이 방법을 잘 몰라 옆반 선생님 조언 들으며 했으나, 올해는 이번 연수를 통해 배운 노하우를 적극 활용할 계획입니다.
좋은연수 감사합니다."
수업을 살리는 미술 레시피,30시간,2019.01.14,4점,"매주 미술시간은 아이들이 가장 기다리는 시간인데,
교과서에 있는 활동은 좋은 것도 있지만 주어진 시간 안에 완성하기 어렵거나 좀 지루한 것들도 있어서 미술수업만큼은 주변 선생님들이나 인디스쿨 등의 자료를 많이 활용하는 편이었습니다.
이번 강의를 통해 실제적으로 활용가능한 수업 아이디어와 수업 진행 방법 등을 자세히 알 수 있었어요.
한 가지 아쉬운 점은 교안을 다운로드받았는데, 구체적인 활동지나 사진 등이 없어서 조금 아쉽습니다.
특정 강좌에 필요한 도안을 요청드리니 바로 보내주셔서 좋았지만 강의자료에 다 포함되어 있으면 어떨까 하는 생각도 해봅니다^^"
같이 읽고 함께 나누는 독서수업방법,30시간,2019.01.14,5점,"어릴 적 그렇게 책을 열심히 읽은 학생은 아니었습니다. 책을 읽어라 읽어라 하시던 부모님과 선생님의 말씀이 그저 잔소리로만 느껴지곤 했었거든요.
성인이 되고 더군다가 교사라는 직업을 갖게 되다보니 너무너무 후회가 듭니다. 어릴 적 읽었던 책들의 기억이 아직 머릿속에 가슴속에 또렷한데 그때 더 많은 책들을 읽어볼껄.. 하는 아쉬움이 들어요.
교사가 된 지 어언 10년이 되어갑니다. 신규교사시절부터 우리반 아이들에게 독서의 중요성을 강조하며 책을 많이 읽도록 권유하였습니다. 학교 도서관이 지금처럼 활성화되어있지 않던 그 때에 자비로 학년에 맞을만한 도서들을 구입하여 비치해두었고 다행히 아이들도 즐겁게 읽었습니다. 매달 한권씩 책을 정해서 그 책만은 꼭 읽어보자고 했었고 잘 따라주는 아이들 덕분에 더 많은 독후 활동을 도전해볼 수 있었어요.
2015 개정교육과정에서 독서교육을 강조한다는 말을 듣고 굉장히 기뻤습니다. 지금 우리반 아이들도 책읽기를 굉장히 싫어해서 어르고 달래서 겨우 한권씩 읽히곤 있는데 이제 교육과정 핑계를 대며라도 책을 조금은 더 읽힐 수 있을 것 같아요. ^^;
이번 연수에서 배운 내용들을 바탕으로 2019년 새학년 새학기에 새롭게 독서교육을 실시해보려고 합니다. 추천도서도 함께 읽어볼 것이고, 분위기 형성에 도움이 될만한 좋은 활동도 함께 해볼거고요. 독서 중, 독서 후 활동도 다양하게 시도해보려 합니다.
올 한해에는 우리 반 아이들도 한학기에 적어도 한 권은 온전히 읽어보고, 저 역시 아이들과 함께 읽으며 평생 독자로서 독서습관을 이어나가도록 할 것입니다.
독서교육에 큰 도움이 될 것 같아요. 이 연수 적극 추천해요!"
알리바바 중국어 초급,30시간,2019.01.04,5점,"중국어를 처음 배우는 사람도 재미있고 쉽게 배울 수 있는 연수였습니다.
한어병음과 발음이 무척 잘 정리되어 있어 정확하고 빠르게 학습할 수 있었습니다. 중국어를 학습함에 있어 성조는 무척 어렵지만 중요한 학습 포인트인데 강사님께서는 아주 잘 설명하여 주셔서 가려운 부분을 확실히 긁어주었습니다. 중국에 가 본 적이 기억납니다. 몸짓, 발짓 다 써가며 중국인과 의사소통하느라 애 먹었는데 이제 이 연수를 통해서 열심히 학습하여 중국 여행도 꿈꿔 봅니다. 학습이 체계적으로 되어 있습니다. 핵심 단어 부터 시작하여 강의, 쓰기학습, 퀴즈가 학습자에게 기억력을 상기시켜 주며 반복학습을 통하여 확실한 완전학습을 할 수 있었습니다. 차시마다 약간씩 변화를 주는 구성은 신선하게 다가왔습니다. 팬더 캐릭터를 활용한 동영상 제작도 인상적이었습니다. 일상생활에서 자주 쓰이는 표현이라 정말 실용적입니다. 학습자가 마음만 먹으면 학원에 가지 않아도 원격으로 충분히 중국어 기초를 다질 수 있는 연수입니다. 또한 중국어를 조금 알고 있는 학습자도 재미있게 다시 중국어 실력을 다질 수 있는 좋은 연수입니다. 좋은 연수 멋지게 강의해주신 강사님 감사합니다.^^ 티셀파 연수 처음 듣는데 만족했구요 앞으로도 좋은 연수 많이 개설 부탁드립니다.^^"
SNS 잉글리시 톡,30시간,2019.01.04,4점,"생활속 필요한 영어를 살아있는 표현으로 배워 좋았습니다.

재미있고 친절하게 설명해준 강사님 감사해요~~^^"
당장 따라 할 수 있는 사계절 학급운영+이벤트,15시간,2019.01.03,5점,"교직경력 1년차인 신규 교사입니다. 첫 발령을 받았을 때 담임 업무도 처리하기 바쁘고 학생 생활 지도, 학급경영도 저에겐 어려움 자체였습니다.
'당장 따라 할 수 있는 사계절 학급운영'이 저에게 맞는 연수라고 생각하고 열심히 들었습니다.
사실상 옆반 선배 교사님들에게 이렇게 편안하게 그 동안 닦아오신 학급경영 팁을 이렇게까지 자세히 듣기에는 부담되기도 합니다.
하지만 이 연수를 통해 선배 교사님들의 이야기를 듣고 월별로 진행되는 학급운영과 이벤트를 편안히 들을 수 있어서 너무 좋았습니다.
학급운영시 주의할 점, 월별 행사, 학교 내 여러 활동들 등 교실 속에서 적용할 수 있고 꼭 필요한 이야기들만 모아둔 연수입니다.
저는 내년 학급 운영시 UCC 만들기, 요리 실습 등 몇가지는 꼭 적용해보고 싶어 계획을 세워 둘려고 합니다.
좋은 정보를 제공해 주신 선배 교사님들에게 너무 감사드립니다. 강력 추천합니다."
SNS 잉글리시 톡,30시간,2018.12.31,4점,활용 가능한 영어 문장들이 많이 제시되어 있는 것 같습니다.
SNS 잉글리시 톡,30시간,2018.12.27,5점,"올 해 영어전담교사를 하면서 교과서에 나와있는 정형화된(사용은 하지만 딱딱하고 흥미도가 낮은 표현들)영어 표현들만 접하다가 일, 생활, 외모, 사랑 등 다양한 실생활 에피소드 상에서 실제 사용되고 있는 영어 표현들을 접할 수 있어서 좋았습니다. 저는 고학년 영어 수업 시간에 이런 표현이 실제로 사용된다, SNS에서는 이렇게도 쓴다 라고 몇 가지 알려주었는데 학생들이 교과서 내용보다 더 잘 기억하고 흥미있어하더라고요. 실제로 사용하는 소수의 학생들도 있어서 뿌듯했고요. 재미있는 실생활 영어 표현에 관심있는 분이라면 이 강의를 적극 추천합니다. (제가 수강할 때는 없었는데 교재도 주는 군요.ㅠㅠ 교재가 있다면 더 좋겠네요. 저는 강의 내용을 다 프린트해서 필기하며 수강했거든요. 교재 무료 증정하는 이벤트있을 때 수강 추천!!!)"
