시,"사용자 성명","영향받는 사용자","이벤트 문맥",구성요소,"이벤트 이름",설명,오리진,"ip 주소"
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'displayoptions' for component 'url' from 'Not set' to '0,1,5,6'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'rolesinparams' for component 'url' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'secretphrase' for component 'url' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'framesize' for component 'url' from 'Not set' to '130'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'keepold_adv' for component 'imscp' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'keepold' for component 'imscp' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_guestaccess_enabled' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_meetingevents_enabled' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_recordingready_enabled' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_hideuserlist_editable' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_hideuserlist_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disablenote_editable' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disablenote_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disablepublicchat_editable' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disablepublicchat_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disableprivatechat_editable' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disableprivatechat_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disablemic_editable' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disablemic_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disablecam_editable' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_disablecam_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_muteonstart_editable' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_muteonstart_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_participant_moderator_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_userlimit_editable' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_userlimit_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'presentationdefault' for component 'mod_bigbluebuttonbn' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_preuploadpresentation_editable' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_voicebridge_editable' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_waitformoderator_cache_ttl' for component 'core' from 'Not set' to '60'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_waitformoderator_ping_interval' for component 'core' from 'Not set' to '10'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_waitformoderator_editable' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_waitformoderator_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_recording_protect_editable' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_recordings_asc_sort' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_recordings_preview_editable' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_recordings_preview_default' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_recordings_imported_editable' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_recordings_imported_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_recordings_deleted_editable' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_recordings_deleted_default' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_importrecordings_from_deleted_enabled' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_importrecordings_enabled' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_recording_hide_button_editable' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_recording_hide_button_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_recording_all_from_start_editable' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_recording_all_from_start_default' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_recording_editable' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_recording_refresh_period' for component 'core' from 'Not set' to '300'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_recording_default' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_welcome_editable' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_welcome_default' for component 'core' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_poll_interval' for component 'core' from 'Not set' to '5'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_shared_secret' for component 'core' from 'Not set' to '********'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_server_url' for component 'core' from 'Not set' to 'https://test-moodle.blindsidenetworks.com/bigbluebutton/'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bigbluebuttonbn_default_dpa_accepted' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'feedback_allowfullanonymous' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'dndresizeheight' for component 'label' from 'Not set' to '400'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'dndresizewidth' for component 'label' from 'Not set' to '400'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'dndmedia' for component 'label' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'maxsizetodownload' for component 'folder' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'showexpanded' for component 'folder' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'forum_enabletimedposts' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'forum_enablerssfeeds' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'digestmailtime' for component 'core' from 'Not set' to '17'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'forum_cleanreadtime' for component 'core' from 'Not set' to '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'forum_usermarksread' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'forum_oldpostdays' for component 'core' from 'Not set' to '14'.",web,0:0:0:0:0:0:0:1
